record_type,signatory_id,source_signatory,actor_type,actor_name,relationship_family,relationship_subtype,degree,path_status,target_signatory,target_is_coalition_signatory,intermediary,investment_vehicle,direction,confidence_tier,ceo_1hop_audit_tier,ceo_2hop_audit_tier,org_investor_among_signatories,external_investors_into_signatory,notes,data_source,full_path,edge_type_raw
relationship,,Andreessen Horowitz,leader,Ben Horowitz,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Arena,yes,Andreessen Horowitz (GP),,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Ben Horowitz → Andreessen Horowitz (GP) → equity in Arena,audit_v2,,
relationship,,Andreessen Horowitz,leader,Ben Horowitz,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Mariana Minerals,yes,Andreessen Horowitz (GP),,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Ben Horowitz → Andreessen Horowitz (GP) → equity in Mariana Minerals,audit_v2,,
relationship,,Andreessen Horowitz,leader,Ben Horowitz,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Inferact,yes,Andreessen Horowitz (GP),,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Ben Horowitz → Andreessen Horowitz (GP) → equity in Inferact,audit_v2,,
relationship,,AMP,leader,Anjney Midha,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Mistral,yes,Andreessen Horowitz (GP),,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Anjney Midha → Andreessen Horowitz (GP) → equity in Mistral,audit_v2,,
relationship,,AMP,leader,Anjney Midha,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Black Forest Labs,yes,Andreessen Horowitz (GP),,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Anjney Midha → Andreessen Horowitz (GP) → equity in Black Forest Labs,audit_v2,,
relationship,,AMP,leader,Anjney Midha,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Periodic Labs,yes,Andreessen Horowitz (GP),,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Anjney Midha → Andreessen Horowitz (GP) → equity in Periodic Labs,audit_v2,,
relationship,,AMP,leader,Anjney Midha,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Arena,yes,Andreessen Horowitz (GP),,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Anjney Midha → Andreessen Horowitz (GP) → equity in Arena,audit_v2,,
relationship,,AMP,leader,Anjney Midha,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Black Forest Labs,yes,AMP (GP),,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Anjney Midha → AMP (GP) → equity in Black Forest Labs,audit_v2,,
relationship,,Emergence Capital,leader,Gordon Ritter,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Box,yes,Emergence Capital (GP),,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Gordon Ritter → Emergence Capital (GP) → equity in Box,audit_v2,,
relationship,,Emergence Capital,leader,Gordon Ritter,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Genspark,yes,Emergence Capital (GP),,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Gordon Ritter → Emergence Capital (GP) → equity in Genspark,audit_v2,,
relationship,,Emergence Capital,leader,Gordon Ritter,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Arcee AI,yes,Emergence Capital (GP),,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Gordon Ritter → Emergence Capital (GP) → equity in Arcee AI,audit_v2,,
relationship,,Y Combinator,leader,Garry Tan,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Replit,yes,Y Combinator,,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Garry Tan → Y Combinator → equity in Replit,audit_v2,,
relationship,,Y Combinator,leader,Garry Tan,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Replit,yes,Initialized Capital,,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Garry Tan → Initialized Capital → equity in Replit,audit_v2,,
relationship,,AMD,leader,Lisa Su,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Cohere,yes,Cisco Investments (board-history link),,leader_beneficiary_of_target_equity,INFERRED,,,,,Lisa Su → Cisco Investments (board-history link) → equity in Cohere,audit_v2,,
relationship,,Box,leader,Aaron Levie,leader_personal_equity,ceo_1hop_direct_angel,1,path_found,Prime Intellect,yes,,personal angel / GP carry,leader_direct_stake_in_target,CONFIRMED,,,,,Aaron Levie direct personal stake in Prime Intellect,audit_v2,,
relationship,,Hugging Face,leader,Clément Delangue,leader_personal_equity,ceo_1hop_direct_angel,1,path_found,Prime Intellect,yes,,personal angel / GP carry,leader_direct_stake_in_target,CONFIRMED,,,,,Clément Delangue direct personal stake in Prime Intellect,audit_v2,,
relationship,,Perplexity,leader,Aravind Srinivas,leader_personal_equity,ceo_1hop_direct_angel,1,path_found,Mistral,yes,,personal angel / GP carry,leader_direct_stake_in_target,CONFIRMED,,,,,Aravind Srinivas direct personal stake in Mistral,audit_v2,,
relationship,,Replit,leader,Amjad Masad,leader_personal_equity,ceo_1hop_direct_angel,1,path_found,Perplexity,yes,,personal angel / GP carry,leader_direct_stake_in_target,CONFIRMED,,,,,Amjad Masad direct personal stake in Perplexity,audit_v2,,
relationship,,Cloudflare,leader,Matthew Prince,leader_personal_equity,ceo_1hop_direct_angel,1,path_found,Prime Intellect,yes,,personal angel / GP carry,leader_direct_stake_in_target,CONFIRMED,,,,,Matthew Prince direct personal stake in Prime Intellect,audit_v2,,
relationship,,Y Combinator,leader,Garry Tan,leader_personal_equity,ceo_1hop_direct_angel,1,path_found,Black Forest Labs,yes,,personal angel / GP carry,leader_direct_stake_in_target,CONFIRMED,,,,,Garry Tan direct personal stake in Black Forest Labs,audit_v2,,
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,AI21,yes,,NVentures,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA corporate/CVC direct equity in AI21,audit_v2,,
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,Cohere,yes,,NVentures,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA corporate/CVC direct equity in Cohere,audit_v2,,
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,Hugging Face,yes,,NVentures,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA corporate/CVC direct equity in Hugging Face,audit_v2,,
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,Mistral,yes,,NVentures,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA corporate/CVC direct equity in Mistral,audit_v2,,
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,Perplexity,yes,,NVentures,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA corporate/CVC direct equity in Perplexity,audit_v2,,
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,Fireworks AI,yes,,NVentures,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA corporate/CVC direct equity in Fireworks AI,audit_v2,,
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,Nebius,yes,,NVentures,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA corporate/CVC direct equity in Nebius,audit_v2,,
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,Prime Intellect,yes,,NVentures,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA corporate/CVC direct equity in Prime Intellect,audit_v2,,
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,Baseten,yes,,NVentures,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA corporate/CVC direct equity in Baseten,audit_v2,,
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,Periodic Labs,yes,,NVentures,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA corporate/CVC direct equity in Periodic Labs,audit_v2,,
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,Black Forest Labs,yes,,NVentures,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA corporate/CVC direct equity in Black Forest Labs,audit_v2,,
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,Reflection,yes,,NVentures,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA corporate/CVC direct equity in Reflection,audit_v2,,
relationship,,Microsoft,organization,Microsoft,corporate_equity,corporate_1hop_direct,1,path_found,OpenAI,yes,,Corporate strategic (~27%),source_holds_equity_in_target,CONFIRMED,,,,,Microsoft corporate/CVC direct equity in OpenAI,audit_v2,,
relationship,,Microsoft,organization,Microsoft,corporate_equity,corporate_1hop_direct,1,path_found,Mistral,yes,,Corporate strategic,source_holds_equity_in_target,CONFIRMED,,,,,Microsoft corporate/CVC direct equity in Mistral,audit_v2,,
relationship,,Microsoft,organization,Microsoft,corporate_equity,corporate_1hop_direct,1,path_found,Arcee AI,yes,,M12,source_holds_equity_in_target,CONFIRMED,,,,,Microsoft corporate/CVC direct equity in Arcee AI,audit_v2,,
relationship,,AMD,organization,AMD,corporate_equity,corporate_1hop_direct,1,path_found,Cohere,yes,,AMD Ventures,source_holds_equity_in_target,CONFIRMED,,,,,AMD corporate/CVC direct equity in Cohere,audit_v2,,
relationship,,AMD,organization,AMD,corporate_equity,corporate_1hop_direct,1,path_found,Hugging Face,yes,,AMD Ventures,source_holds_equity_in_target,CONFIRMED,,,,,AMD corporate/CVC direct equity in Hugging Face,audit_v2,,
relationship,,Cisco,organization,Cisco,corporate_equity,corporate_1hop_direct,1,path_found,Cohere,yes,,Cisco Investments,source_holds_equity_in_target,CONFIRMED,,,,,Cisco corporate/CVC direct equity in Cohere,audit_v2,,
relationship,,Cisco,organization,Cisco,corporate_equity,corporate_1hop_direct,1,path_found,Mistral,yes,,Cisco Investments,source_holds_equity_in_target,CONFIRMED,,,,,Cisco corporate/CVC direct equity in Mistral,audit_v2,,
relationship,,IBM,organization,IBM,corporate_equity,corporate_1hop_direct,1,path_found,Hugging Face,yes,,IBM Ventures,source_holds_equity_in_target,CONFIRMED,,,,,IBM corporate/CVC direct equity in Hugging Face,audit_v2,,
relationship,,Dell Technologies,organization,Dell Technologies,corporate_equity,corporate_1hop_direct,1,path_found,Prime Intellect,yes,,Dell Technologies Capital,source_holds_equity_in_target,CONFIRMED,,,,,Dell Technologies corporate/CVC direct equity in Prime Intellect,audit_v2,,
relationship,,Google,organization,Google,corporate_equity,corporate_1hop_direct,1,path_found,Hugging Face,yes,,GV,source_holds_equity_in_target,CONFIRMED,,,,,Google corporate/CVC direct equity in Hugging Face,audit_v2,,
relationship,,Google,organization,Google,corporate_equity,corporate_1hop_direct,1,path_found,Replit,yes,,GV,source_holds_equity_in_target,CONFIRMED,,,,,Google corporate/CVC direct equity in Replit,audit_v2,,
relationship,,Meta,organization,Meta,corporate_equity,corporate_1hop_direct,1,path_found,Perplexity,yes,,NFDG LP,source_holds_equity_in_target,CONFIRMED,,,,,Meta corporate/CVC direct equity in Perplexity,audit_v2,,
relationship,,Mozilla,organization,Mozilla,corporate_equity,corporate_1hop_direct,1,path_found,Nous Research,yes,,Mozilla Ventures,source_holds_equity_in_target,CONFIRMED,,,,,Mozilla corporate/CVC direct equity in Nous Research,audit_v2,,
relationship,,ServiceNow,organization,ServiceNow,corporate_equity,corporate_1hop_direct,1,path_found,Mistral,yes,,ServiceNow Ventures,source_holds_equity_in_target,CONFIRMED,,,,,ServiceNow corporate/CVC direct equity in Mistral,audit_v2,,
relationship,,OpenAI,organization,OpenAI,corporate_equity,corporate_1hop_direct,1,path_found,Periodic Labs,yes,,OpenAI Startup Fund,source_holds_equity_in_target,CONFIRMED,,,,,OpenAI corporate/CVC direct equity in Periodic Labs,audit_v2,,
relationship,,Andreessen Horowitz,organization,Andreessen Horowitz,corporate_equity,corporate_1hop_direct,1,path_found,Mistral,yes,,a16z fund,source_holds_equity_in_target,CONFIRMED,,,,,Andreessen Horowitz corporate/CVC direct equity in Mistral,audit_v2,,
relationship,,Andreessen Horowitz,organization,Andreessen Horowitz,corporate_equity,corporate_1hop_direct,1,path_found,Replit,yes,,a16z fund,source_holds_equity_in_target,CONFIRMED,,,,,Andreessen Horowitz corporate/CVC direct equity in Replit,audit_v2,,
relationship,,Andreessen Horowitz,organization,Andreessen Horowitz,corporate_equity,corporate_1hop_direct,1,path_found,Black Forest Labs,yes,,a16z fund,source_holds_equity_in_target,CONFIRMED,,,,,Andreessen Horowitz corporate/CVC direct equity in Black Forest Labs,audit_v2,,
relationship,,Andreessen Horowitz,organization,Andreessen Horowitz,corporate_equity,corporate_1hop_direct,1,path_found,Periodic Labs,yes,,a16z fund,source_holds_equity_in_target,CONFIRMED,,,,,Andreessen Horowitz corporate/CVC direct equity in Periodic Labs,audit_v2,,
relationship,,Andreessen Horowitz,organization,Andreessen Horowitz,corporate_equity,corporate_1hop_direct,1,path_found,Genspark,yes,,a16z fund,source_holds_equity_in_target,CONFIRMED,,,,,Andreessen Horowitz corporate/CVC direct equity in Genspark,audit_v2,,
relationship,,Andreessen Horowitz,organization,Andreessen Horowitz,corporate_equity,corporate_1hop_direct,1,path_found,Baseten,yes,,a16z fund,source_holds_equity_in_target,CONFIRMED,,,,,Andreessen Horowitz corporate/CVC direct equity in Baseten,audit_v2,,
relationship,,Andreessen Horowitz,organization,Andreessen Horowitz,corporate_equity,corporate_1hop_direct,1,path_found,Arena,yes,,a16z fund,source_holds_equity_in_target,CONFIRMED,,,,,Andreessen Horowitz corporate/CVC direct equity in Arena,audit_v2,,
relationship,,Andreessen Horowitz,organization,Andreessen Horowitz,corporate_equity,corporate_1hop_direct,1,path_found,Mariana Minerals,yes,,a16z fund,source_holds_equity_in_target,CONFIRMED,,,,,Andreessen Horowitz corporate/CVC direct equity in Mariana Minerals,audit_v2,,
relationship,,Andreessen Horowitz,organization,Andreessen Horowitz,corporate_equity,corporate_1hop_direct,1,path_found,Inferact,yes,,a16z fund,source_holds_equity_in_target,CONFIRMED,,,,,Andreessen Horowitz corporate/CVC direct equity in Inferact,audit_v2,,
relationship,,Emergence Capital,organization,Emergence Capital,corporate_equity,corporate_1hop_direct,1,path_found,Box,yes,,Emergence fund,source_holds_equity_in_target,CONFIRMED,,,,,Emergence Capital corporate/CVC direct equity in Box,audit_v2,,
relationship,,Emergence Capital,organization,Emergence Capital,corporate_equity,corporate_1hop_direct,1,path_found,Genspark,yes,,Emergence fund,source_holds_equity_in_target,CONFIRMED,,,,,Emergence Capital corporate/CVC direct equity in Genspark,audit_v2,,
relationship,,Emergence Capital,organization,Emergence Capital,corporate_equity,corporate_1hop_direct,1,path_found,Arcee AI,yes,,Emergence fund,source_holds_equity_in_target,CONFIRMED,,,,,Emergence Capital corporate/CVC direct equity in Arcee AI,audit_v2,,
relationship,,Y Combinator,organization,Y Combinator,corporate_equity,corporate_1hop_direct,1,path_found,Replit,yes,,YC,source_holds_equity_in_target,CONFIRMED,,,,,Y Combinator corporate/CVC direct equity in Replit,audit_v2,,
relationship,,AMP,organization,AMP,corporate_equity,corporate_1hop_direct,1,path_found,Black Forest Labs,yes,,AMP direct (Series B co-lead),source_holds_equity_in_target,CONFIRMED,,,,,AMP corporate/CVC direct equity in Black Forest Labs,audit_v2,,
relationship,,AI21,organization,AI21,corporate_equity,corporate_1hop_inbound,1,path_found,NVIDIA,yes,,NVentures,target_receives_equity_from_source,CONFIRMED,,,,,AI21 received investment from signatory NVIDIA,audit_v2,,
relationship,,Cohere,organization,Cohere,corporate_equity,corporate_1hop_inbound,1,path_found,NVIDIA,yes,,NVentures,target_receives_equity_from_source,CONFIRMED,,,,,Cohere received investment from signatory NVIDIA,audit_v2,,
relationship,,Hugging Face,organization,Hugging Face,corporate_equity,corporate_1hop_inbound,1,path_found,NVIDIA,yes,,NVentures,target_receives_equity_from_source,CONFIRMED,,,,,Hugging Face received investment from signatory NVIDIA,audit_v2,,
relationship,,Mistral,organization,Mistral,corporate_equity,corporate_1hop_inbound,1,path_found,NVIDIA,yes,,NVentures,target_receives_equity_from_source,CONFIRMED,,,,,Mistral received investment from signatory NVIDIA,audit_v2,,
relationship,,Perplexity,organization,Perplexity,corporate_equity,corporate_1hop_inbound,1,path_found,NVIDIA,yes,,NVentures,target_receives_equity_from_source,CONFIRMED,,,,,Perplexity received investment from signatory NVIDIA,audit_v2,,
relationship,,Fireworks AI,organization,Fireworks AI,corporate_equity,corporate_1hop_inbound,1,path_found,NVIDIA,yes,,NVentures,target_receives_equity_from_source,CONFIRMED,,,,,Fireworks AI received investment from signatory NVIDIA,audit_v2,,
relationship,,Nebius,organization,Nebius,corporate_equity,corporate_1hop_inbound,1,path_found,NVIDIA,yes,,NVentures,target_receives_equity_from_source,CONFIRMED,,,,,Nebius received investment from signatory NVIDIA,audit_v2,,
relationship,,Prime Intellect,organization,Prime Intellect,corporate_equity,corporate_1hop_inbound,1,path_found,NVIDIA,yes,,NVentures,target_receives_equity_from_source,CONFIRMED,,,,,Prime Intellect received investment from signatory NVIDIA,audit_v2,,
relationship,,Baseten,organization,Baseten,corporate_equity,corporate_1hop_inbound,1,path_found,NVIDIA,yes,,NVentures,target_receives_equity_from_source,CONFIRMED,,,,,Baseten received investment from signatory NVIDIA,audit_v2,,
relationship,,Periodic Labs,organization,Periodic Labs,corporate_equity,corporate_1hop_inbound,1,path_found,NVIDIA,yes,,NVentures,target_receives_equity_from_source,CONFIRMED,,,,,Periodic Labs received investment from signatory NVIDIA,audit_v2,,
relationship,,Black Forest Labs,organization,Black Forest Labs,corporate_equity,corporate_1hop_inbound,1,path_found,NVIDIA,yes,,NVentures,target_receives_equity_from_source,CONFIRMED,,,,,Black Forest Labs received investment from signatory NVIDIA,audit_v2,,
relationship,,Reflection,organization,Reflection,corporate_equity,corporate_1hop_inbound,1,path_found,NVIDIA,yes,,NVentures,target_receives_equity_from_source,CONFIRMED,,,,,Reflection received investment from signatory NVIDIA,audit_v2,,
relationship,,OpenAI,organization,OpenAI,corporate_equity,corporate_1hop_inbound,1,path_found,Microsoft,yes,,Corporate strategic (~27%),target_receives_equity_from_source,CONFIRMED,,,,,OpenAI received investment from signatory Microsoft,audit_v2,,
relationship,,Mistral,organization,Mistral,corporate_equity,corporate_1hop_inbound,1,path_found,Microsoft,yes,,Corporate strategic,target_receives_equity_from_source,CONFIRMED,,,,,Mistral received investment from signatory Microsoft,audit_v2,,
relationship,,Arcee AI,organization,Arcee AI,corporate_equity,corporate_1hop_inbound,1,path_found,Microsoft,yes,,M12,target_receives_equity_from_source,CONFIRMED,,,,,Arcee AI received investment from signatory Microsoft,audit_v2,,
relationship,,Cohere,organization,Cohere,corporate_equity,corporate_1hop_inbound,1,path_found,AMD,yes,,AMD Ventures,target_receives_equity_from_source,CONFIRMED,,,,,Cohere received investment from signatory AMD,audit_v2,,
relationship,,Hugging Face,organization,Hugging Face,corporate_equity,corporate_1hop_inbound,1,path_found,AMD,yes,,AMD Ventures,target_receives_equity_from_source,CONFIRMED,,,,,Hugging Face received investment from signatory AMD,audit_v2,,
relationship,,Cohere,organization,Cohere,corporate_equity,corporate_1hop_inbound,1,path_found,Cisco,yes,,Cisco Investments,target_receives_equity_from_source,CONFIRMED,,,,,Cohere received investment from signatory Cisco,audit_v2,,
relationship,,Mistral,organization,Mistral,corporate_equity,corporate_1hop_inbound,1,path_found,Cisco,yes,,Cisco Investments,target_receives_equity_from_source,CONFIRMED,,,,,Mistral received investment from signatory Cisco,audit_v2,,
relationship,,Hugging Face,organization,Hugging Face,corporate_equity,corporate_1hop_inbound,1,path_found,IBM,yes,,IBM Ventures,target_receives_equity_from_source,CONFIRMED,,,,,Hugging Face received investment from signatory IBM,audit_v2,,
relationship,,Prime Intellect,organization,Prime Intellect,corporate_equity,corporate_1hop_inbound,1,path_found,Dell Technologies,yes,,Dell Technologies Capital,target_receives_equity_from_source,CONFIRMED,,,,,Prime Intellect received investment from signatory Dell Technologies,audit_v2,,
relationship,,Hugging Face,organization,Hugging Face,corporate_equity,corporate_1hop_inbound,1,path_found,Google,yes,,GV,target_receives_equity_from_source,CONFIRMED,,,,,Hugging Face received investment from signatory Google,audit_v2,,
relationship,,Replit,organization,Replit,corporate_equity,corporate_1hop_inbound,1,path_found,Google,yes,,GV,target_receives_equity_from_source,CONFIRMED,,,,,Replit received investment from signatory Google,audit_v2,,
relationship,,Perplexity,organization,Perplexity,corporate_equity,corporate_1hop_inbound,1,path_found,Meta,yes,,NFDG LP,target_receives_equity_from_source,CONFIRMED,,,,,Perplexity received investment from signatory Meta,audit_v2,,
relationship,,Nous Research,organization,Nous Research,corporate_equity,corporate_1hop_inbound,1,path_found,Mozilla,yes,,Mozilla Ventures,target_receives_equity_from_source,CONFIRMED,,,,,Nous Research received investment from signatory Mozilla,audit_v2,,
relationship,,Mistral,organization,Mistral,corporate_equity,corporate_1hop_inbound,1,path_found,ServiceNow,yes,,ServiceNow Ventures,target_receives_equity_from_source,CONFIRMED,,,,,Mistral received investment from signatory ServiceNow,audit_v2,,
relationship,,Periodic Labs,organization,Periodic Labs,corporate_equity,corporate_1hop_inbound,1,path_found,OpenAI,yes,,OpenAI Startup Fund,target_receives_equity_from_source,CONFIRMED,,,,,Periodic Labs received investment from signatory OpenAI,audit_v2,,
relationship,,Mistral,organization,Mistral,corporate_equity,corporate_1hop_inbound,1,path_found,Andreessen Horowitz,yes,,a16z fund,target_receives_equity_from_source,CONFIRMED,,,,,Mistral received investment from signatory Andreessen Horowitz,audit_v2,,
relationship,,Replit,organization,Replit,corporate_equity,corporate_1hop_inbound,1,path_found,Andreessen Horowitz,yes,,a16z fund,target_receives_equity_from_source,CONFIRMED,,,,,Replit received investment from signatory Andreessen Horowitz,audit_v2,,
relationship,,Black Forest Labs,organization,Black Forest Labs,corporate_equity,corporate_1hop_inbound,1,path_found,Andreessen Horowitz,yes,,a16z fund,target_receives_equity_from_source,CONFIRMED,,,,,Black Forest Labs received investment from signatory Andreessen Horowitz,audit_v2,,
