record_type,signatory_id,source_signatory,actor_type,actor_name,relationship_family,relationship_subtype,degree,path_status,target_signatory,target_is_coalition_signatory,intermediary,investment_vehicle,direction,confidence_tier,ceo_1hop_audit_tier,ceo_2hop_audit_tier,org_investor_among_signatories,external_investors_into_signatory,notes,data_source,full_path,edge_type_raw
relationship,,Andreessen Horowitz,leader,Marc Andreessen,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Morph,yes,Andreessen Horowitz,Andreessen Horowitz,leader_beneficiary_of_target_equity,INFERRED,,,,,Marc Andreessen -> a16z -> Morph,incoming_tsv,Marc Andreessen -> a16z -> Morph,gp_via_fund
relationship,,Andreessen Horowitz,leader,Marc Andreessen,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,AMP,yes,Andreessen Horowitz,Andreessen Horowitz,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Marc Andreessen -> a16z -> AMP,incoming_tsv,Marc Andreessen -> a16z -> AMP,gp_via_fund
relationship,,Andreessen Horowitz,leader,Marc Andreessen,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,DoorDash,yes,Andreessen Horowitz,Andreessen Horowitz,leader_beneficiary_of_target_equity,INFERRED,,,,,Marc Andreessen -> a16z -> DoorDash,incoming_tsv,Marc Andreessen -> a16z -> DoorDash,gp_via_fund
relationship,,Andreessen Horowitz,leader,Marc Andreessen,leader_personal_equity,ceo_2hop_fund_portfolio,2,path_found,Periodic Labs,yes,AMP,AMP,leader_beneficiary_of_target_equity,INFERRED,,,,,Marc Andreessen -> a16z -> AMP -> Periodic Labs,incoming_tsv,Marc Andreessen -> a16z -> AMP -> Periodic Labs,fund_via_portfolio
relationship,,Andreessen Horowitz,leader,Ben Horowitz,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,OpenAI,yes,Andreessen Horowitz,Andreessen Horowitz,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Ben Horowitz -> a16z -> OpenAI,incoming_tsv,Ben Horowitz -> a16z -> OpenAI,gp_via_fund
relationship,,Andreessen Horowitz,leader,Ben Horowitz,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Mistral,yes,Andreessen Horowitz,Andreessen Horowitz,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Ben Horowitz -> a16z -> Mistral,incoming_tsv,Ben Horowitz -> a16z -> Mistral,gp_via_fund
relationship,,Andreessen Horowitz,leader,Ben Horowitz,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Replit,yes,Andreessen Horowitz,Andreessen Horowitz,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Ben Horowitz -> a16z -> Replit,incoming_tsv,Ben Horowitz -> a16z -> Replit,gp_via_fund
relationship,,Andreessen Horowitz,leader,Ben Horowitz,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Black Forest Labs,yes,Andreessen Horowitz,Andreessen Horowitz,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Ben Horowitz -> a16z -> Black Forest Labs,incoming_tsv,Ben Horowitz -> a16z -> Black Forest Labs,gp_via_fund
relationship,,Andreessen Horowitz,leader,Ben Horowitz,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Periodic Labs,yes,Andreessen Horowitz,Andreessen Horowitz,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Ben Horowitz -> a16z -> Periodic Labs,incoming_tsv,Ben Horowitz -> a16z -> Periodic Labs,gp_via_fund
relationship,,Andreessen Horowitz,leader,Ben Horowitz,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Morph,yes,Andreessen Horowitz,Andreessen Horowitz,leader_beneficiary_of_target_equity,INFERRED,,,,,Ben Horowitz -> a16z -> Morph,incoming_tsv,Ben Horowitz -> a16z -> Morph,gp_via_fund
relationship,,Andreessen Horowitz,leader,Ben Horowitz,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,AMP,yes,Andreessen Horowitz,Andreessen Horowitz,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Ben Horowitz -> a16z -> AMP,incoming_tsv,Ben Horowitz -> a16z -> AMP,gp_via_fund
relationship,,Andreessen Horowitz,leader,Ben Horowitz,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,DoorDash,yes,Andreessen Horowitz,Andreessen Horowitz,leader_beneficiary_of_target_equity,INFERRED,,,,,Ben Horowitz -> a16z -> DoorDash,incoming_tsv,Ben Horowitz -> a16z -> DoorDash,gp_via_fund
relationship,,Cisco,organization,Cisco,corporate_equity,corporate_1hop_inbound,1,path_found,Mistral,yes,,equity_stake,target_receives_equity_from_source,CONFIRMED,,,,,Mistral received investment from Cisco (incoming),incoming_tsv,Cisco -> Mistral,equity_stake
relationship,,Cisco,organization,Cisco,corporate_equity,corporate_1hop_inbound,1,path_found,Cohere,yes,,equity_stake,target_receives_equity_from_source,CONFIRMED,,,,,Cohere received investment from Cisco (incoming),incoming_tsv,Cisco -> Cohere,equity_stake
relationship,,Cisco,leader,Chuck Robbins,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Mistral,yes,Cisco AI Investment Fund,Cisco AI Investment Fund,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Chuck Robbins -> Cisco AI Fund -> Mistral,incoming_tsv,Chuck Robbins -> Cisco AI Fund -> Mistral,corp_via_fund
relationship,,Cisco,leader,Chuck Robbins,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Cohere,yes,Cisco AI Investment Fund,Cisco AI Investment Fund,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Chuck Robbins -> Cisco AI Fund -> Cohere,incoming_tsv,Chuck Robbins -> Cisco AI Fund -> Cohere,corp_via_fund
relationship,,Dell Technologies,organization,Dell Technologies,corporate_equity,corporate_1hop_inbound,1,path_found,Prime Intellect,yes,,equity_stake,target_receives_equity_from_source,INFERRED,,,,,Prime Intellect received investment from Dell Technologies (incoming),incoming_tsv,Dell -> Prime Intellect,equity_stake
relationship,,Dell Technologies,organization,Dell Technologies,corporate_equity,corporate_1hop_inbound,1,path_found,CrowdStrike,yes,,equity_stake,target_receives_equity_from_source,LOW,,,,,CrowdStrike received investment from Dell Technologies (incoming),incoming_tsv,Dell -> CrowdStrike (historical),equity_stake
relationship,,Dell Technologies,organization,Dell Technologies,corporate_equity,corporate_1hop_direct,1,path_found,CrowdStrike,yes,,equity_stake,source_holds_equity_in_target,LOW,,,,,Dell -> CrowdStrike (historical),incoming_tsv,Dell -> CrowdStrike (historical),equity_stake
relationship,,Dell Technologies,leader,Michael Dell,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,OpenAI,yes,Coatue Innovation Fund,Coatue Innovation Fund,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Michael Dell -> Coatue Innovation Fund -> OpenAI,incoming_tsv,Michael Dell -> Coatue Innovation Fund -> OpenAI,lp_via_fund
relationship,,Emergence Capital,organization,Emergence Capital,corporate_equity,corporate_1hop_inbound,1,path_found,Box,yes,,equity_stake,target_receives_equity_from_source,INFERRED,,,,,Box received investment from Emergence Capital (incoming),incoming_tsv,Emergence -> Box,equity_stake
relationship,,Emergence Capital,leader,Gordon Ritter,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Box,yes,Emergence Capital,Emergence Capital,leader_beneficiary_of_target_equity,INFERRED,,,,,Gordon Ritter -> Emergence -> Box,incoming_tsv,Gordon Ritter -> Emergence -> Box,gp_via_fund
relationship,,Google,organization,Google,corporate_equity,corporate_1hop_inbound,1,path_found,Hugging Face,yes,,equity_stake,target_receives_equity_from_source,CONFIRMED,,,,,Hugging Face received investment from Google (incoming),incoming_tsv,Google -> Hugging Face,equity_stake
relationship,,Google,organization,Google,corporate_equity,corporate_1hop_inbound,1,path_found,AI21,yes,,equity_stake,target_receives_equity_from_source,CONFIRMED,,,,,AI21 received investment from Google (incoming),incoming_tsv,Google -> AI21,equity_stake
relationship,,Google,organization,Google,corporate_equity,corporate_1hop_inbound,1,path_found,Baseten,yes,,equity_stake,target_receives_equity_from_source,CONFIRMED,,,,,Baseten received investment from Google (incoming),incoming_tsv,Google -> Baseten,equity_stake
relationship,,Google,organization,Google,corporate_equity,corporate_1hop_direct,1,path_found,Baseten,yes,,equity_stake,source_holds_equity_in_target,CONFIRMED,,,,,Google -> Baseten,incoming_tsv,Google -> Baseten,equity_stake
relationship,,Google,leader,Sundar Pichai,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Hugging Face,yes,CapitalG,CapitalG,leader_beneficiary_of_target_equity,INFERRED,,,,,Sundar Pichai -> CapitalG -> Hugging Face,incoming_tsv,Sundar Pichai -> CapitalG -> Hugging Face,corp_via_fund
relationship,,Google,leader,Sundar Pichai,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,AI21,yes,CapitalG,CapitalG,leader_beneficiary_of_target_equity,INFERRED,,,,,Sundar Pichai -> CapitalG -> AI21,incoming_tsv,Sundar Pichai -> CapitalG -> AI21,corp_via_fund
relationship,,Google,leader,Sundar Pichai,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Baseten,yes,CapitalG,CapitalG,leader_beneficiary_of_target_equity,INFERRED,,,,,Sundar Pichai -> CapitalG -> Baseten,incoming_tsv,Sundar Pichai -> CapitalG -> Baseten,corp_via_fund
relationship,,Hugging Face,leader,Clément Delangue,leader_personal_equity,ceo_1hop_direct_angel,1,path_found,Perplexity,yes,,angel_equity,leader_direct_stake_in_target,CONFIRMED,,,,,Clément Delangue -> Perplexity,incoming_tsv,Clément Delangue -> Perplexity,angel_equity
relationship,,Hugging Face,leader,Clément Delangue,leader_personal_equity,ceo_1hop_direct_angel,1,path_found,Mistral,yes,,angel_equity,leader_direct_stake_in_target,CONFIRMED,,,,,Clément Delangue -> Mistral,incoming_tsv,Clément Delangue -> Mistral,angel_equity
relationship,,IBM,organization,IBM,corporate_equity,corporate_1hop_inbound,1,path_found,Hugging Face,yes,,equity_stake,target_receives_equity_from_source,CONFIRMED,,,,,Hugging Face received investment from IBM (incoming),incoming_tsv,IBM -> Hugging Face,equity_stake
relationship,,AMD,organization,AMD,corporate_equity,corporate_1hop_inbound,1,path_found,Hugging Face,yes,,equity_stake,target_receives_equity_from_source,INFERRED,,,,,Hugging Face received investment from AMD (incoming),incoming_tsv,AMD -> Hugging Face,equity_stake
relationship,,AMD,organization,AMD,corporate_equity,corporate_1hop_inbound,1,path_found,Fireworks AI,yes,,equity_stake,target_receives_equity_from_source,LOW,,,,,Fireworks AI received investment from AMD (incoming),incoming_tsv,AMD -> Fireworks AI,equity_stake
relationship,,AMD,organization,AMD,corporate_equity,corporate_1hop_direct,1,path_found,Fireworks AI,yes,,equity_stake,source_holds_equity_in_target,LOW,,,,,AMD -> Fireworks AI,incoming_tsv,AMD -> Fireworks AI,equity_stake
relationship,,Microsoft,organization,Microsoft,corporate_equity,corporate_1hop_inbound,1,path_found,OpenAI,yes,,equity_stake,target_receives_equity_from_source,CONFIRMED,,,,,OpenAI received investment from Microsoft (incoming),incoming_tsv,Microsoft -> OpenAI,equity_stake
relationship,,Microsoft,organization,Microsoft,corporate_equity,corporate_1hop_inbound,1,path_found,GitHub,yes,,equity_stake,target_receives_equity_from_source,CONFIRMED,,,,,GitHub received investment from Microsoft (incoming),incoming_tsv,Microsoft -> GitHub,equity_stake
relationship,,Microsoft,organization,Microsoft,corporate_equity,corporate_1hop_direct,1,path_found,GitHub,yes,,equity_stake,source_holds_equity_in_target,CONFIRMED,,,,,Microsoft -> GitHub,incoming_tsv,Microsoft -> GitHub,equity_stake
relationship,,Microsoft,organization,Microsoft,corporate_equity,corporate_1hop_inbound,1,path_found,Mistral,yes,,equity_stake,target_receives_equity_from_source,INFERRED,,,,,Mistral received investment from Microsoft (incoming),incoming_tsv,Microsoft -> Mistral,equity_stake
relationship,,Mozilla,organization,Mozilla,corporate_equity,corporate_1hop_inbound,1,path_found,Nous Research,yes,,equity_stake,target_receives_equity_from_source,CONFIRMED,,,,,Nous Research received investment from Mozilla (incoming),incoming_tsv,Mozilla -> Nous Research,equity_stake
relationship,,Mozilla,leader,Laura Chambers,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,Nous Research,yes,Mozilla Ventures,Mozilla Ventures,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Laura Chambers -> Mozilla Ventures -> Nous Research,incoming_tsv,Laura Chambers -> Mozilla Ventures -> Nous Research,corp_via_fund
relationship,,Nebius,organization,Nebius,corporate_equity,corporate_1hop_inbound,1,path_found,AI21,yes,,equity_stake,target_receives_equity_from_source,CONFIRMED,,,,,AI21 received investment from Nebius (incoming),incoming_tsv,Nebius -> AI21,equity_stake
relationship,,Nebius,organization,Nebius,corporate_equity,corporate_1hop_direct,1,path_found,AI21,yes,,equity_stake,source_holds_equity_in_target,CONFIRMED,,,,,Nebius -> AI21,incoming_tsv,Nebius -> AI21,equity_stake
relationship,,Nebius,leader,Arkady Volozh,leader_personal_equity,ceo_2hop_beneficiary,2,path_found,AI21,yes,Nebius,Nebius,leader_beneficiary_of_target_equity,CONFIRMED,,,,,Arkady Volozh -> Nebius -> AI21,incoming_tsv,Arkady Volozh -> Nebius -> AI21,corp_via_company
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_inbound,1,path_found,OpenAI,yes,,equity_stake,target_receives_equity_from_source,CONFIRMED,,,,,OpenAI received investment from NVIDIA (incoming),incoming_tsv,NVIDIA -> OpenAI,equity_stake
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_direct,1,path_found,OpenAI,yes,,equity_stake,source_holds_equity_in_target,CONFIRMED,,,,,NVIDIA -> OpenAI,incoming_tsv,NVIDIA -> OpenAI,equity_stake
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_inbound,1,path_found,Nebius,yes,,equity_stake,target_receives_equity_from_source,CONFIRMED,,,,,Nebius received investment from NVIDIA (incoming),incoming_tsv,NVIDIA -> Nebius,equity_stake
relationship,,NVIDIA,organization,NVIDIA,corporate_equity,corporate_1hop_inbound,1,path_found,Mistral,yes,,equity_stake,target_receives_equity_from_source,CONFIRMED,,,,,Mistral received investment from NVIDIA (incoming),incoming_tsv,NVIDIA -> Mistral,equity_stake
